State Name,Constituency,Candidate Name,Gender,Age,Category,Party,Party Symbol,Total_Votes_Polled,Votes_Secured,Pct_of_Polled,Pct_of_Valid,Votes_Secured_fill,Winner_Name,Winner_Party,Winner_Votes,RunnerUp_Votes,Winning_Margin,Is_Winner,YEAR
Himachal Pradesh,CHHINDWARA,BIDESHI RISHIDEV_SKX,FEMALE,45,ST,JnP,Table,1756885,9289,0.04,3.7,1049,PRANITI SUSHILKUMAR SHINDE,INC,585116,526899,438226,FALSE,2024
Punjab,Bangaon,ANJILA JATAV_GGA,MALE,62,GENERAL,SSS,Dustbin,1104769,467,0.19,1.27,2930,AJAY KUMAR MANDAL,JD(S),589093,601325,225209,FALSE,2019
Chandigarh,Jangipur,ANTA ALOK BASKEY_BMH,THIRD,48,SC,BRED,Cock,1374205,340,0.53,0.07,576,PRIYA SAROJ,VCK,554746,422087,55379,FALSE,2004
Odisha,KHARGONE,JAGADEESH RAYAPATI_XHH,MALE,39,BL,RGD,Well,1290963,4136,4.37,0.18,653,NALIN SOREN,IUML,857829,447756,455289,FALSE,2014
Chhattisgarh,Chandigarh,D. KABILAN_SYE,THIRD,26,ST,SBNP,Letter box,1524570,2805,0.12,0.08,505,PRIYA SAROJ,JKN,778071,520311,76768,FALSE,2014
Dadra & Nagar Haveli and Daman & Diu,SURGUJA,SURENDRA SINGH BASOYA_URI,THIRD,45,ST,BRM,Refrigerator,1096649,6441,49.48,0.2,4276,CHANDUBHAI CHHAGANBHAI SHIHORA,JnP,646266,504223,19157,FALSE,2024
Meghalaya,BHIWANI-MAHENDRAGARH,NILANJAN DASGUPTA_FJH,MALE,39,BL,GRBDMCTP,Pencil box,1004152,311738,0.55,0.15,2339,RABINDRA NARAYAN BEHERA,LJPRV,1471885,636985,164558,FALSE,2014
Chhattisgarh,Vizianagaram,NARESH KASHYAP_TTE,MALE,65,GENERAL,SWAJANPA,Jackfruit,1377691,970,1.61,0.2,2382,MURASOLI S,HAMS,426005,421076,486819,FALSE,2004
Dadra & Nagar Haveli and Daman & Diu,Zahirabad,PAYAM.SINGARAJU_AAK,MALE,42,GENERAL,SSF,Whistle,1465000,3622,0.08,1.17,3239,DR. AMOL RAMSING KOLHE,AAAP,255181,284085,204142,FALSE,2024
Manipur,GUNA,BHASKAR CHAMPATRAO DOIFODE_VQB,MALE,62,ST,LJD,Chain,1938462,3499,0.09,0.1,8671,SAMBIT PATRA,SHSUBT,712057,625116,162001,FALSE,2009
NCT OF Delhi,BHILWARA,"NARAYAN DAS SHAH ""MULNIWASI""_QHH",MALE,63,ST,RASTSA,Tiller,1437528,246,8.99,1.41,673,KOTA SRINIVAS POOJARY,JKN,795503,285237,77708,FALSE,2009
Goa,Barpeta,A.K.GANESH_RPT,FEMALE,52,ST,JPJD,Man blowing turha,1425647,876,0.27,6.6,439,JAI PRAKASH,CPI(ML)(L),585116,648096,134061,FALSE,2014
Arunachal Pradesh,Lakshadweep,SUDHIR KUMAR TRIPATHI_QOA,THIRD,44,SC,TMC(M),Letter box,1339542,2680,0.13,0.24,3167,PARSHOTTAMBHAI RUPALA,CPI,683950,555083,229491,FALSE,2004
Dadra & Nagar Haveli and Daman & Diu,SIKAR,DINANATH CHANDRAVANSHI_TWP,FEMALE,65,SC,TMTHK,Helicopter,1254043,2410,49.19,0.25,18457,RAM SHIROMANI VERMA,JnP,577339,560071,233931,FALSE,2014
Odisha,Chandigarh,S MINI_FFU,FEMALE,49,ST,RPPRINAT,Ceiling fan,1689138,4477,0.05,0.26,1012,M. MALLESH BABU,SHSUBT,583559,394069,188416,FALSE,2009
Madhya Pradesh,Nawada,SANAKA MAHATO_VIX,MALE,38,ST,INC,Head phone,1233995,648,0.1,0.11,5484,E.T. MOHAMMED BASHEER,SHSUBT,542175,380492,49036,FALSE,2004
Gujarat,KARAULI-DHOLPUR,GANAURI PANDIT_XDY,MALE,29,SC,AJPK,Dumbbells,1167451,1589,39.34,0.08,390,BIBHU PRASAD TARAI,LJPRV,691481,441610,13661,FALSE,2024
Uttarakhand,Paschim Champaran,JAFARULLAH KHAN F_NGH,THIRD,32,GENERAL,JKN,Spanner,1394993,14686,4.68,0.48,1655,MALAIYARASAN D,VCK,794154,471613,34329,FALSE,2009
Maharashtra,New Delhi,DILIP KUMAR PANDITA_CRO,THIRD,49,BL,SBSP,School bag,1109359,538,0.92,12.43,2839,DEVENDRA SINGH ALIAS BHOLE SINGH,UPPL,520190,467282,541229,FALSE,2024
Tamil Nadu,Maldaha Dakshin,S. M. MARIGOUDAR_PSM,FEMALE,52,SC,BHRTJNTM,Trumpet,1089696,6591,46.47,0.07,4924,SANJAY SETH,ASPKR,671883,358696,2678,FALSE,2024
Andhra Pradesh,KHARGONE,PRITHVI NATH SINGH_XCY,FEMALE,29,SC,VSIP,Letter box,1394170,3305,0.13,0.3,4257,GOPAL JEE THAKUR,SP,794154,497939,71388,FALSE,2009
Dadra & Nagar Haveli and Daman & Diu,Bangaon,JYOTI SURESH JHARIYA_NNT,MALE,57,ST,TRPS,Lock and key,1365126,4422,0.1,0.09,17801,BIRENDRA SINGH,SHSUBT,751671,455793,486819,FALSE,2024
Goa,AMBALA,LALHRIATRENGA CHHANGTE_UXY,THIRD,33,GENERAL,PMPT,Hand,1109359,10591,0.05,0.11,2125,DAMODAR AGARWAL,BHRTADVSIP,568168,473747,66119,FALSE,2024
Punjab,Palghar,R. SRINIVASAN_NGT,THIRD,55,BL,JNSGNDWP,Jackfruit,1365126,22400,43.5,0.29,416,DHARMENDRA PRADHAN,LJPRV,534906,421076,35152,FALSE,2009
Arunachal Pradesh,Malkajgiri,PARAMJIT KAUR TEJI_DKT,THIRD,60,GENERAL,MVA,Coat,947386,368090,0.2,0.13,1543,M. K. RAGHAVAN,RLTP,701894,204301,98992,TRUE,2004
Madhya Pradesh,Bhandara Gondiya,SUNIL KUMAR MISHRA_SGS,FEMALE,68,GENERAL,RKSYPP,Chapati roller,1083541,32133,0.42,0.05,27603,DR. MAHESH SHARMA,AIMIM,698692,809355,146176,FALSE,2014
Lakshadweep,KANGRA,SAKET MISRA_SOK,MALE,33,BL,AIAM,Book,1260841,556,18.34,0.25,1879,DR. KALGE SHIVAJI BANDAPPA,SAD,413848,462947,94414,TRUE,2009
Dadra & Nagar Haveli and Daman & Diu,THOOTHUKKUDI,GAUTAM KISANRAO MAGHADE_GML,THIRD,46,BL,DrAPP,Rubber stamp,1387990,3746,3.53,0.14,10197,THIRUMAAVALAVAN THOL,SP,781203,506540,319583,FALSE,2009
Chandigarh,Warangal,ASHOKAN. M._LXR,MALE,50,GENERAL,RTSMJD,Belt,1321228,6487,0.05,0.99,5006,KADIYAM KAVYA,AAAP,664732,366341,349165,FALSE,2014
Ladakh,Bankura,HEM RAJ_JWP,MALE,44,BL,SJPA,Air conditioner,1252286,14644,0.12,21.24,6888,PRADYUT BORDOLOI,VCK,475587,448555,93663,FALSE,2009
Mizoram,KHANDWA,BALARAM MANDAL_QQV,MALE,39,GENERAL,SAMO,Tongs,1112933,539228,0.16,0.07,561410,MITESH PATEL (BAKABHAI),JMM,453185,390010,48,FALSE,2019
Karnataka,KARUR,DEVATADEEN GAUTAM_SWB,MALE,43,GENERAL,LBCP,Helmet,449383,48587,1.95,0.09,4743,BACHHAV SHOBHA DINESH,RJD,520190,281335,150302,FALSE,2019
Jammu and Kashmir,Diamond harbour,YOGESH BOORA_NML,THIRD,34,ST,PLTIJSTP,Dustbin,934744,5958,0.03,42.3,7365,SANATAN PANDEY,CPI(M),476130,158111,13426,FALSE,2014
Madhya Pradesh,Hathras,SUNIL UTTAMRAO SALVE_REM,FEMALE,27,GENERAL,WAP,Hand pump,1377691,8678,0.06,0.99,111,JOYANTA BASUMATARY,RJD,313217,538363,40301,FALSE,2019
Dadra & Nagar Haveli and Daman & Diu,Hazaribagh,TASHI GYALSON_AYW,FEMALE,37,SC,AWMIPCHDAP,Pen drive,1044901,4736,0.1,1.1,2225,KRITI DEVI DEBBARMAN,IND,855633,427171,121494,FALSE,2024
Madhya Pradesh,THANJAVUR,SIVA PARVATHI_QVQ,MALE,59,SC,BJKD,Kite,1283464,956,0.14,0.17,5135,DHARMENDRA PRADHAN,UPPL,364043,426882,210704,FALSE,2019
Karnataka,Patiala,YALLAPPA._ZUS,THIRD,38,ST,LKSWRJP,Chakki,1059678,1326,0.04,0.96,1496,DR. M.P ABDUSSAMAD SAMADANI,NCPSP,584728,401899,6553,FALSE,2024
Kerala,Alathur,THANKAR BACHAN_CKZ,MALE,47,GENERAL,NJNDL,Ears of corn and sickle,1221686,702192,0.25,0.02,787979,BENNY BEHANAN,RSP,208552,552090,20094,FALSE,2004
Arunachal Pradesh,Patna Sahib,ZAFAR IQBAL KHAN MANHAS_RPE,FEMALE,28,GENERAL,MLCNG,Noodles bowl,1274866,3465,47.52,3.05,3029,SURENDRA PRASAD YADAV,MDMK,544427,415442,89325,FALSE,2014
Meghalaya,Kollam,DABHI BHARATSINHJI SHANKARJI_IGD,THIRD,53,SC,MLD,Pencil box,1425647,3660,0.29,0.19,7194,B K PARTHASARATHI,RLD,528894,562965,37810,FALSE,2024
Meghalaya,Mohanlalganj,PAITHARA ACHYUTH_AHE,MALE,40,ST,MOSP,Black board,1477130,64941,20.26,0.33,142195,PANKAJ CHAUDHARY,JKN,438345,437412,103526,FALSE,2014
Puducherry,Jalpaiguri,JOT SINGH GUNSOLA_LKW,MALE,34,SC,BHUDRP,Immersion rod,1112068,567,0.18,0.05,1075,BANDYOPADHYAY SUDIP,BJP,803762,507043,92857,FALSE,2024
Tamil Nadu,Nandurbar,LAL MANI URF L.M. TRIPATHI (BHAI SAHAB)_XFK,THIRD,38,ST,SPSTWDJAP,Lunch box,953302,605143,0.25,0.07,9524,DR SHRIKANT EKNATH SHINDE,CPI,542175,452596,59808,FALSE,2009
Nagaland,Jhansi,AJAY BHATT_TNY,MALE,53,GENERAL,ODSHJP,Tooth brush,1323545,8162,0.14,0.74,5353,ABHAY KUMAR SINHA,LJPRV,455053,651695,44111,FALSE,2024
Chhattisgarh,Akbarpur,ANJANEYULU NEERATI_AYB,MALE,55,BL,UKKD,Electric bulb,1170057,2807,0.13,0.01,1977,ARUN GOVIL,UPPL,383919,625116,278825,FALSE,2004
Jharkhand,Guntur,YAKUB SHARIF MD_CIP,MALE,52,ST,KRS,Tongs,1148228,2524,0.05,0.34,3797,DR. MANSUKH MANDAVIYA,RJD,452600,473059,100053,FALSE,2024
Himachal Pradesh,UJJAIN,ANSUL GUPTA_PEF,MALE,65,SC,TMC(M),Latch,1254499,29205,0.28,0.1,772774,C.M.RAMESH,JnP,789172,432924,68399,FALSE,2004
Assam,Sheohar,DULU AHMED_AZF,MALE,40,ST,IPGP,Tongs,1111135,5775,0.85,0.01,3777,PATEL UMESHBHAI BABUBHAI,NCP,692832,299082,74686,FALSE,2014
Lakshadweep,CHHINDWARA,SIVA PARVATHI_WAC,THIRD,53,GENERAL,DBSP,Iron,1371914,2429,0.02,0.04,3170,KAMLESH JANGDE,IUML,772774,493847,172897,FALSE,2024
Punjab,MANDSOUR,KALIDASH MURMU_LOW,FEMALE,66,GENERAL,PAP,Diamond,1213696,24431,0.08,43.08,799,ABHAY KUMAR SINHA,LJPRV,796981,269157,276864,FALSE,2019
Dadra & Nagar Haveli and Daman & Diu,Hatkanangale,HANUMAN SAHAY_AAD,MALE,47,SC,ABASP,Toffees,1410776,594,0.16,36.3,303342,BALWANT BASWANT WANKHADE,DMK,412338,471613,124333,FALSE,2009
Chandigarh,Paschim Champaran,RAMJI YAMANAPPA BUDDHAPRIYA_IHD,THIRD,52,GENERAL,BJNJGD,Capsicum,1524570,474258,0.03,0.66,25466,MALA ROY,SAD,487963,562965,252042,FALSE,2024
Mizoram,Vadodara,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE_EJY,FEMALE,46,GENERAL,LSNP,Envelope,1059678,67208,0.02,0.33,781203,BACHHAV SHOBHA DINESH,JD(U),516628,447836,582126,FALSE,2014
Assam,Saharanpur,NARESH KASHYAP_QCG,THIRD,48,ST,IND,Sitar,1394157,94832,0.04,1.46,653,RABINDRA NARAYAN BEHERA,ASPKR,782495,291333,33199,FALSE,2004
West Bengal,Narsapuram,HEMAVATHI K_WGZ,MALE,32,BL,BGDRPP,Jackfruit,1529897,787,1.11,0.78,1426,DR. PRABHA MALLIKARJUN,RSP,592318,486187,22527,FALSE,2014
Karnataka,CHIDAMBARAM,SARAF TULASI GUPTA_SUT,MALE,63,GENERAL,TMMDK,Coconut farm,1452196,945,0.66,0.3,531601,CHARANJIT SINGH CHANNI,KEC,544427,465326,271183,TRUE,2009
NCT OF Delhi,DURG,ABDUL SAMAD_BXU,MALE,46,ST,KNBHJSWP,Drum,947386,898,0.05,0.03,899,V. SOMANNA,YSRCP,633514,535006,99974,FALSE,2024
Haryana,Etah,KARAN BALASAHEB PATIL - PAWAR_HOY,MALE,39,ST,AIPDP,Harmonium,1059678,4080,1.96,47.8,533697,V K SREEKANDAN,AIMIM,524516,342078,169114,FALSE,2004
Chhattisgarh,Sikkim,GURBARN SINGH_OFF,FEMALE,41,SC,ABHSP,Bat,1441382,5156,43.1,37.94,432667,JAGDAMBIKA PAL,RSP,457030,434382,3831,FALSE,2019
Meghalaya,Parbhani,SHRAWAN KUMAR_IMI,MALE,49,SC,AAS,Telephone,1060418,290628,1.16,0.1,9193,AGA SYED RUHULLAH MEHDI,SKM,483038,521636,28929,FALSE,2009
Uttarakhand,Bardhaman-Durgapur,NARASIMHA REDDY DYAPA_SPR,THIRD,32,SC,bhmm,Tennis racket & ball,1374127,6101,0.07,0.9,585971,AKHILESH YADAV,JD(U),633514,577821,1008077,FALSE,2014
Maharashtra,Surendranagar,BADRAN M_YPG,THIRD,46,ST,LJSPty,Clock,676408,799,43.81,0.15,699,VEENA DEVI,TDP,533032,345886,133813,FALSE,2009
Goa,Sreerampur,JAGDEEP KUMAR_CQT,MALE,28,BL,RMEP,Tongs,1147607,688715,0.23,0.27,5376,ASHOK KUMAR YADAV,JnP,632228,460244,220339,FALSE,2024
Lakshadweep,Khunti,K.K. SHYLAJA W/O RAJAN_VLL,THIRD,59,SC,NSBHP,Ring,1532295,2108,0.08,0.73,928,SACHITHANANTHAM R,TDP,894312,380898,51983,FALSE,2014
Gujarat,Tehri Garhwal,SURESH KUMAR SHETKAR_CQF,FEMALE,52,ST,JaRaP,Drum,1132935,117424,0.09,0.11,12411,KALYAN BANERJEE,CPI(ML)(L),616133,147991,206416,FALSE,2009
Puducherry,ARANI,K.C.THOMAS_KHL,THIRD,27,BL,BOPF,Television,1379358,3799,0.07,0.08,773,MANSUKHBHAI DHANJIBHAI VASAVA,CPI,539228,351762,14831,FALSE,2009
Jammu and Kashmir,Udupi Chikmagalur,MOHAMAD SALIM_TSS,MALE,67,BL,NMSP,Stumps,1676124,297,0.39,0.04,298062,KRIPANATH MALLAH,AIMIM,986049,483077,259782,FALSE,2019
Telangana,Junagadh,SUMITA PODDAR_THP,THIRD,56,SC,BVA,School bag,1051181,90157,0.07,0.08,601244,SARABJEET SINGH KHALSA,JD(S),698692,596217,208031,FALSE,2009
Sikkim,Lakshadweep,MUTYAM ARJUNA RAJU_OVG,FEMALE,43,BL,ABHM,Socks,953520,7902,0.16,0.71,2209,GIRIDHARI YADAV,SAD,584728,428034,39139,FALSE,2024
Sikkim,Raigad,SURESHKUMAR N_OQS,FEMALE,62,BL,ABSPARTY,Truck,1254778,642,32.8,0.07,427171,SAYANI GHOSH,HAMS,545093,336676,35152,TRUE,2014
Karnataka,Kanpur,RAJENDRAN. P_USL,MALE,25,ST,BHYUJEP,Ice cream,1271490,1099,39.07,0.2,7760,VIVEK THAKUR,IND,615705,476282,66206,FALSE,2019
Madhya Pradesh,Raiganj,SURENDRA KUMAR PASWAN_BFZ,MALE,36,SC,NTK,Brief case,1420227,7387,0.07,0.1,11362,NARAYAN TATU RANE,SHSUBT,617744,538363,70703,FALSE,2004
Jharkhand,Amravati,BALAJI SHESHRAO BANSODE_WIH,MALE,35,GENERAL,SLDP,Nagrik,1140690,1342,36.33,0.08,1370,MIAN ALTAF AHMAD,JD(U),573923,382373,397340,FALSE,2019
Chandigarh,Ludhiana,DINESH CHANDRA YADAV_OHH,MALE,36,ST,KPPR,Table lamp,1086459,393,0.71,1.34,641,SUDHAKAR SINGH,RJD,416415,300444,282085,TRUE,2014
Madhya Pradesh,Mumbai South,RAMESH GARG_BVS,THIRD,55,GENERAL,SANKISVP,Throwing a javelin,1059670,725,0.03,0.03,1626,RAMESH JIGAJINAGI,HAMS,616729,228009,225209,FALSE,2014
Mizoram,Nagarkurnool,ARJUN RAM MEGHWAL_VZG,FEMALE,43,GENERAL,PCHVP,Bicycle,1624634,6858,0.12,0.15,4978,PROF S P SINGH BAGHEL,AIMIM,768245,469452,487029,FALSE,2019
NCT OF Delhi,Khunti,SAROJ CHAUDHARY_FFB,FEMALE,46,ST,JRBP,Elephant,1086798,5313,0.13,0.1,469276,DR. RAJ KUMAR CHABBEWAL,RSP,509787,501260,92560,FALSE,2014
Andaman & Nicobar Islands,ROHTAK,ANIL TUDU_TLP,THIRD,59,SC,RJSNP,Electric bulb,1231554,561410,0.22,0.08,5997,MANJU SHARMA,AITC,402850,460457,92170,FALSE,2014
Gujarat,Bhongir,MANI. R._HQD,MALE,75,GENERAL,JHNDCGP,Violin,1401721,624797,0.24,41.52,7288,KIRTIVARDHAN SINGH,LJPRV,795863,301282,58419,FALSE,2004
Lakshadweep,Kadapa,T SUDHAKAR REDDY_MYY,MALE,44,GENERAL,KS,Soap dish,1422285,279,34.65,1.9,2525,EATALA RAJENDER,ASPKR,733823,407712,136516,FALSE,2009
Arunachal Pradesh,DHARMAPURI,MAHADEV NAGDEVE_NKR,THIRD,45,GENERAL,BGDRPP,Telephone,1008923,5554,0.58,0.53,611,NITYANAND RAI,BHRTADVSIP,510747,326902,120837,FALSE,2014
Gujarat,Khadoor Sahib,ADV UTTAMKUMAR NAKUL SAJANI SAHU_KTS,FEMALE,43,BL,SERSNMH,Calculator,918260,6250,0.37,0.21,505,GURMEET SINGH MEET HAYER,CPI(ML)(L),698692,476282,6553,FALSE,2024
Telangana,Lucknow,DR QAZI ASHRAF_SXD,THIRD,29,SC,AMMKMNKZ,Pendulum,1249271,25466,2.7,0.58,441,DAMODAR AGARWAL,CPI(M),571161,169159,178264,TRUE,2004
Manipur,Etawah,MAHESHWAR THOUNAOJAM_HML,THIRD,67,GENERAL,APKAWZP,Camera,1431957,15618,0.48,14.97,1119,AMRARAM,INC,794154,376887,44072,FALSE,2014
Jammu and Kashmir,Jangipur,MANKAR DNYANESHWAR KASHIRAO_AJI,FEMALE,66,ST,ABKMP,Ludo,1143159,340,0.19,0.44,153978,BALASHOWRY VALLABHANENI,DMK,778721,655122,331583,FALSE,2019
Assam,Saharanpur,H.L. MOHAN KUMAR_PFW,THIRD,51,BL,NDPP,Boat with man and sail,1249972,795863,44.8,0.64,86416,SATISH KUMAR GAUTAM,KEC,718410,467282,90652,FALSE,2024
Uttar Pradesh,Pratapgarh,SHANIYA ORAON_ZAY,MALE,43,SC,NWLBRP,Lotus,1365126,5671,0.05,0.35,2570,RAO INDERJIT SINGH,NCPSP,298062,526733,225209,FALSE,2019
NCT OF Delhi,Daman & Diu,KADIR MAHEBOOB SAIYED_ZJI,FEMALE,67,BL,RMBP,Petrol pump,1142509,1313,43.48,0.55,73652,SANTOSH PANDEY,JMM,503131,417938,76673,FALSE,2009
Odisha,Maldaha Dakshin,VAIBHAV GEHLOT_XHT,FEMALE,37,BL,bhmm,Tractor chalata kisan,1221686,8114,0.92,36.28,1201,RAHUL SINGH LODHI,NCPSP,605143,473078,383612,FALSE,2009
Uttarakhand,Outer Manipur,RATANI DEVI_QXL,THIRD,44,SC,SSBD,Plastering trowel,1167912,924,0.23,0.07,354,MALVINDER SINGH KANG,SHSUBT,734231,575634,391475,FALSE,2019
Gujarat,Chitradurga,SAMBATH D_SFB,MALE,47,GENERAL,DBSP,Ganna kisan,1373091,551,0.01,0.07,247648,PRADAN BARUAH,YSRCP,705538,330417,136516,FALSE,2004
Sikkim,Kalahandi,GOPIN SOREN_KMB,MALE,54,ST,RASTSA,Pencil box,1096006,8768,0.04,0.57,4527,VISHWESHWAR HEGDE KAGERI,IUML,692832,229119,64949,FALSE,2014
Dadra & Nagar Haveli and Daman & Diu,KALLAKURICHI,MATHANKUMAR. G_RKU,FEMALE,55,GENERAL,NRCP,Neck tie,1127376,2000,53.1,0.19,824,MAGUNTA SREENIVASULU REDDY,ADAL,528013,263609,134061,FALSE,2014
West Bengal,Barasat,KISHOR KUMAR ALIAS BANTI BHAIYA_RGG,THIRD,66,BL,BVD,Gift pack,1127376,675,0.04,0.13,9636,BALABHADRA MAJHI,ZPM,588664,231545,181857,TRUE,2019
Tripura,Wayanad,SUHEL HAIDER_CGF,FEMALE,63,ST,RSP,Cauliflower,1069622,15903,0.31,42.01,11976,RAM SHIROMANI VERMA,IUML,733823,447836,76673,FALSE,2014
Uttarakhand,Singhbhum,SELVAKUMAR M_CPL,FEMALE,50,ST,BNRP,Laptop,1167451,3153,0.81,22.64,2458,TRIVENDRA SINGH RAWAT,BHRTADVSIP,577339,442223,94414,FALSE,2009
Tamil Nadu,Meerut,ANANDBHAI PACHANBHAI RATHOD_WEO,MALE,69,BL,AJPty,Pen nib with seven rays,1301934,6041,0.58,0.27,718410,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,HAMS,661981,426371,383612,FALSE,2024
Assam,Jalpaiguri,BODDU KRANTHI KUMAR_KLI,FEMALE,62,SC,JKPP,Car,1092977,3313,0.07,0.54,2625,DR RAJEEV BHARDWAJ,VOTPP,807996,473747,121494,FALSE,2004
Tripura,Badaun,SANJEEV SINGH_EMR,THIRD,42,BL,ABCD(A),Tray,1314574,1352,0.03,0.76,4457,CHHATRA PAL SINGH GANGWAR,MDMK,516345,545352,4379,FALSE,2019
NCT OF Delhi,Nagaland,ARVIND KACHHAP_IPH,FEMALE,66,ST,VOTPP,Sewing machine,841286,1570,0.21,0.15,4448,RUCHI VIRA,DMK,717961,323318,201543,FALSE,2014
Andaman & Nicobar Islands,Gulbarga,MADAN KANIFNATH SONVANE_TWH,MALE,29,BL,RTBHP,Elephant,1104769,672988,0.16,0.61,7690,AMRARAM,RSP,503131,417471,212231,FALSE,2019
Tamil Nadu,Kolar,SAROJ KUMAR SUMAN_LUT,THIRD,52,BL,SWJP,Funnel,1094366,47409,0.15,0.06,151,DR. HEMANG JOSHI,JD(U),395655,469276,76768,FALSE,2019
Tripura,UJJAIN,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT_IKH,THIRD,43,SC,RSTRSMPRP,Stethoscope,1104769,1359,0.12,0.09,2649,ANANTA NAYAK,AITC,629143,475066,193374,TRUE,2009
Jammu and Kashmir,SIRSA,HAFIZ ATAULLAH KHAN_NBO,FEMALE,30,GENERAL,NRPI,Baby walker,1048604,977,38.98,49.81,1217,JYOTIRMAY SINGH MAHATO,SKM,617744,425235,75079,FALSE,2014
Sikkim,NAMAKKAL,VINOD KUMAR SINGH_VGC,FEMALE,39,SC,INDPJC,Dolli,1212085,5601,39.62,0.18,251615,BIPLAB KUMAR DEB,JMM,539912,229119,13535,FALSE,2019
Jharkhand,Badaun,GAIKWAD VARSHA EKNATH_JZB,FEMALE,54,SC,RPI(S),Wool and Needle,1249972,2094,0.2,1.25,2067,DR. MAHESH SHARMA,JMM,796783,214153,103844,FALSE,2009
Nagaland,Bangalore South,J.K. SAMI_IWQ,THIRD,51,SC,SP(I),Peas,1231062,249902,0.12,0.82,462145,RAJPALSINH MAHENDRASINH JADAV,BHRTADVSIP,854170,326902,201543,FALSE,2024
Dadra & Nagar Haveli and Daman & Diu,Maharajganj,MAHESHWAR THOUNAOJAM_FXD,FEMALE,47,GENERAL,AACP,Lotus,1059678,7507,0.02,43.1,301,GIRIRAJ SINGH,SHS,1471885,395044,90652,FALSE,2019
Jharkhand,THANJAVUR,RAJKUMARI_XLW,FEMALE,59,ST,YVTRP,Star,1271490,3167,0.05,0.23,12833,JITIN PRASADA,JnP,520231,458091,220339,FALSE,2004
Puducherry,VELLORE,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH_EFL,MALE,38,ST,BHAJASP,Refrigerator,1499928,5831,0.05,1.96,5167,MANICKAM TAGORE B,BJP,349867,457051,35451,FALSE,2004
Madhya Pradesh,Shrawasti,MAHAVIR SINGH_GUY,FEMALE,64,GENERAL,AADMPRVTNP,Almirah,1395325,886,0.03,0.5,6867,NITIN JAIRAM GADKARI,JKN,533032,291333,124373,FALSE,2019
Punjab,Garhwal,SAGAR PRABHAKAR PATIL_EIQ,THIRD,54,SC,AJPK,Head phone,1314574,1412,0.07,0.88,592318,POONAMBEN HEMATBHAI MAADAM,CPI(ML)(L),579786,507043,575285,FALSE,2024
Andhra Pradesh,JHUNJHUNU,BAG MITALI_KVF,FEMALE,52,BL,TLRDSMTP,Frock,948256,1782,0.75,0.65,2052,PRIYANKA SATISH JARKIHOLI,ZPM,659574,446049,123038,FALSE,2014
Haryana,Bhandara Gondiya,MOHAMMED FASI UDDIN_RII,MALE,32,GENERAL,JNTSMTP,Plough,1394170,952,0.29,0.12,13912,BIBHU PRASAD TARAI,IND,607897,224432,108602,FALSE,2014
NCT OF Delhi,Chandrapur,SHIV RAM SHARMA_KTU,THIRD,60,SC,SMNKJP,Ear rings,998204,6559,0.06,0.15,789,AMRARAM,MDMK,529382,231545,43174,FALSE,2014
Karnataka,Kandhamal,K PALANIYAPPAN_GGG,THIRD,39,ST,BAHUMP,Nangol,1179041,716883,0.26,0.27,2791,VIJAY BAGHEL,AGP,526271,537442,154964,FALSE,2024
Gujarat,Mumbai North Central,RAJESH KUMAR PATEL_ADF,THIRD,52,ST,RSHTSMNYPP,Basket containing Fruits,1161235,2173,0.64,0.11,558203,BALYA MAMA - SURESH GOPINATH MHATRE,AITC,796956,607378,282085,FALSE,2009
Andaman & Nicobar Islands,Dibrugarh,KAZI AYAZ HUSNUDDIN_XWL,MALE,52,BL,RTSMJD,Conch,1240016,501260,61.54,33.68,445613,DAMODAR AGARWAL,INC,866483,465539,112482,FALSE,2014
Uttar Pradesh,MANDSOUR,JOHN MIRAN MUNDA_GTI,MALE,54,ST,RJBVP,Ear rings,1105445,9193,0.04,0.04,4402,"JANARDAN SINGH ""SIGRIWAL""",AIMIM,527005,410490,4332,FALSE,2014
Puducherry,Kannauj,MANOJ MAHADEORAO GEDAM_NMA,MALE,43,GENERAL,RSTRSURKP,Scissors,1502830,554289,0.35,0.55,2232,KONDA VISHWESHWAR REDDY,SHSUBT,497333,147991,18360,FALSE,2004
West Bengal,Kalyan,RAJENDRA AGRAWAL_CWV,MALE,47,GENERAL,KKJHS,Immersion rod,989316,1747,0.1,0.13,446049,TANUJ PUNIA,AITC,743113,459409,259476,FALSE,2014
Arunachal Pradesh,Ghazipur,K. LAXMINARAYANA_MEV,FEMALE,43,BL,KNBHJSWP,Stumps,1378579,1669,0.22,0.02,3116,GOPAL JEE THAKUR,DMK,548682,483077,63513,FALSE,2009
Telangana,Vizianagaram,AMOL MALU HANMANTE_WET,MALE,55,GENERAL,LKSWRJP,Computer mouse,1038946,4013,0.95,0.13,9791,DEVESH CHANDRA THAKUR,ZPM,709768,343888,35451,FALSE,2019
NCT OF Delhi,Mahabubabad,RAMCHANDRA SOLANKI_YBX,THIRD,49,BL,TMMDK,Battery Torch,1331334,978,0.09,61,2661,RAHUL SINGH LODHI,LJPRV,609021,373724,1615,FALSE,2004
